,Dates,Year,symbol,gics_sector_name,PX_LAST,DATE_OF_LAST_EXECUTIVE_CHANGE,TOT_STK_AWD_GIVEN_TO_CEO_EQUIV,TOT_OPT_AWD_GIVEN_TO_CEO_EQUIV,TOT_BONUSES_PAID_TO_CEO_EQUIV,TOT_N_EQT_INCENT_GVN_TO_CEO_EQ,COMP_LKD_LAST_CEO_&_EQUIV_CHG_DT,ALL_OTHER_COMP_AW_TO_CEO_EQUIV
2,2014-04-11,2014,AMZN,Consumer Discretionary,15.587,2006-04-30,0.0,0,0,0,1996-05-01,1600000.0
33,2014-04-18,2014,AMZN,Consumer Discretionary,16.246,2006-04-30,0.0,0,0,0,1996-05-01,1600000.0
64,2014-04-25,2014,AMZN,Consumer Discretionary,15.192,2006-04-30,0.0,0,0,0,1996-05-01,1600000.0
95,2014-05-02,2014,AMZN,Consumer Discretionary,15.401,2006-04-30,0.0,0,0,0,1996-05-01,1600000.0
126,2014-05-09,2014,AMZN,Consumer Discretionary,14.612,2006-04-30,0.0,0,0,0,1996-05-01,1600000.0
157,2014-05-16,2014,AMZN,Consumer Discretionary,14.885,2006-04-30,0.0,0,0,0,1996-05-01,1600000.0
188,2014-05-23,2014,AMZN,Consumer Discretionary,15.612,2006-04-30,0.0,0,0,0,1996-05-01,1600000.0
219,2014-05-30,2014,AMZN,Consumer Discretionary,15.628,2006-04-30,0.0,0,0,0,1996-05-01,1600000.0
250,2014-06-06,2014,AMZN,Consumer Discretionary,16.484,2006-04-30,0.0,0,0,0,1996-05-01,1600000.0
281,2014-06-13,2014,AMZN,Consumer Discretionary,16.313,2006-04-30,0.0,0,0,0,1996-05-01,1600000.0
312,2014-06-20,2014,AMZN,Consumer Discretionary,16.21,2006-04-30,0.0,0,0,0,1996-05-01,1600000.0
343,2014-06-27,2014,AMZN,Consumer Discretionary,16.229,2006-04-30,0.0,0,0,0,1996-05-01,1600000.0
374,2014-07-04,2014,AMZN,Consumer Discretionary,16.875,2006-04-30,0.0,0,0,0,1996-05-01,1600000.0
405,2014-07-11,2014,AMZN,Consumer Discretionary,17.31,2006-04-30,0.0,0,0,0,1996-05-01,1600000.0
436,2014-07-18,2014,AMZN,Consumer Discretionary,17.933,2006-04-30,0.0,0,0,0,1996-05-01,1600000.0
467,2014-07-25,2014,AMZN,Consumer Discretionary,16.2,2006-04-30,0.0,0,0,0,1996-05-01,1600000.0
498,2014-08-01,2014,AMZN,Consumer Discretionary,15.353,2006-04-30,0.0,0,0,0,1996-05-01,1600000.0
529,2014-08-08,2014,AMZN,Consumer Discretionary,15.84,2006-04-30,0.0,0,0,0,1996-05-01,1600000.0
560,2014-08-15,2014,AMZN,Consumer Discretionary,16.682,2006-04-30,0.0,0,0,0,1996-05-01,1600000.0
591,2014-08-22,2014,AMZN,Consumer Discretionary,16.58,2006-04-30,0.0,0,0,0,1996-05-01,1600000.0
622,2014-08-29,2014,AMZN,Consumer Discretionary,16.952,2006-04-30,0.0,0,0,0,1996-05-01,1600000.0
653,2014-09-05,2014,AMZN,Consumer Discretionary,17.319,2006-04-30,0.0,0,0,0,1996-05-01,1600000.0
684,2014-09-12,2014,AMZN,Consumer Discretionary,16.56,2006-04-30,0.0,0,0,0,1996-05-01,1600000.0
715,2014-09-19,2014,AMZN,Consumer Discretionary,16.566,2006-04-30,0.0,0,0,0,1996-05-01,1600000.0
746,2014-09-26,2014,AMZN,Consumer Discretionary,16.16,2006-04-30,0.0,0,0,0,1996-05-01,1600000.0
777,2014-10-03,2014,AMZN,Consumer Discretionary,16.137,2006-04-30,0.0,0,0,0,1996-05-01,1600000.0
808,2014-10-10,2014,AMZN,Consumer Discretionary,15.57,2006-04-30,0.0,0,0,0,1996-05-01,1600000.0
839,2014-10-17,2014,AMZN,Consumer Discretionary,15.182,2006-04-30,0.0,0,0,0,1996-05-01,1600000.0
870,2014-10-24,2014,AMZN,Consumer Discretionary,14.353,2006-04-30,0.0,0,0,0,1996-05-01,1600000.0
901,2014-10-31,2014,AMZN,Consumer Discretionary,15.273,2006-04-30,0.0,0,0,0,1996-05-01,1600000.0
932,2014-11-07,2014,AMZN,Consumer Discretionary,14.993,2006-04-30,0.0,0,0,0,1996-05-01,1600000.0
963,2014-11-14,2014,AMZN,Consumer Discretionary,16.391,2006-04-30,0.0,0,0,0,1996-05-01,1600000.0
994,2014-11-21,2014,AMZN,Consumer Discretionary,16.632,2006-04-30,0.0,0,0,0,1996-05-01,1600000.0
1025,2014-11-28,2014,AMZN,Consumer Discretionary,16.932,2006-04-30,0.0,0,0,0,1996-05-01,1600000.0
1056,2014-12-05,2014,AMZN,Consumer Discretionary,15.631,2006-04-30,0.0,0,0,0,1996-05-01,1600000.0
1087,2014-12-12,2014,AMZN,Consumer Discretionary,15.366,2006-04-30,0.0,0,0,0,1996-05-01,1600000.0
1118,2014-12-19,2014,AMZN,Consumer Discretionary,14.995,2006-04-30,0.0,0,0,0,1996-05-01,1600000.0
1149,2014-12-26,2014,AMZN,Consumer Discretionary,15.455,2006-04-30,0.0,0,0,0,1996-05-01,1600000.0
1180,2015-01-02,2015,AMZN,Consumer Discretionary,15.426,2015-06-30,0.0,0,0,0,1996-05-01,1600000.0
1211,2015-01-09,2015,AMZN,Consumer Discretionary,14.847,2015-06-30,0.0,0,0,0,1996-05-01,1600000.0
1242,2015-01-16,2015,AMZN,Consumer Discretionary,14.537,2015-06-30,0.0,0,0,0,1996-05-01,1600000.0
1273,2015-01-23,2015,AMZN,Consumer Discretionary,15.619,2015-06-30,0.0,0,0,0,1996-05-01,1600000.0
1304,2015-01-30,2015,AMZN,Consumer Discretionary,17.726,2015-06-30,0.0,0,0,0,1996-05-01,1600000.0
1335,2015-02-06,2015,AMZN,Consumer Discretionary,18.714,2015-06-30,0.0,0,0,0,1996-05-01,1600000.0
1366,2015-02-13,2015,AMZN,Consumer Discretionary,19.092,2015-06-30,0.0,0,0,0,1996-05-01,1600000.0
1397,2015-02-20,2015,AMZN,Consumer Discretionary,19.183,2015-06-30,0.0,0,0,0,1996-05-01,1600000.0
1428,2015-02-27,2015,AMZN,Consumer Discretionary,19.008,2015-06-30,0.0,0,0,0,1996-05-01,1600000.0
1459,2015-03-06,2015,AMZN,Consumer Discretionary,19.005,2015-06-30,0.0,0,0,0,1996-05-01,1600000.0
1490,2015-03-13,2015,AMZN,Consumer Discretionary,18.529,2015-06-30,0.0,0,0,0,1996-05-01,1600000.0
1521,2015-03-20,2015,AMZN,Consumer Discretionary,18.925,2015-06-30,0.0,0,0,0,1996-05-01,1600000.0
1552,2015-03-27,2015,AMZN,Consumer Discretionary,18.528,2015-06-30,0.0,0,0,0,1996-05-01,1600000.0
1583,2015-04-03,2015,AMZN,Consumer Discretionary,18.613,2015-06-30,0.0,0,0,0,1996-05-01,1600000.0
1614,2015-04-10,2015,AMZN,Consumer Discretionary,19.133,2015-06-30,0.0,0,0,0,1996-05-01,1600000.0
1645,2015-04-17,2015,AMZN,Consumer Discretionary,18.778,2015-06-30,0.0,0,0,0,1996-05-01,1600000.0
1676,2015-04-24,2015,AMZN,Consumer Discretionary,22.255,2015-06-30,0.0,0,0,0,1996-05-01,1600000.0
1707,2015-05-01,2015,AMZN,Consumer Discretionary,21.144,2015-06-30,0.0,0,0,0,1996-05-01,1600000.0
1738,2015-05-08,2015,AMZN,Consumer Discretionary,21.685,2015-06-30,0.0,0,0,0,1996-05-01,1600000.0
1769,2015-05-15,2015,AMZN,Consumer Discretionary,21.3,2015-06-30,0.0,0,0,0,1996-05-01,1600000.0
1800,2015-05-22,2015,AMZN,Consumer Discretionary,21.382,2015-06-30,0.0,0,0,0,1996-05-01,1600000.0
1831,2015-05-29,2015,AMZN,Consumer Discretionary,21.462,2015-06-30,0.0,0,0,0,1996-05-01,1600000.0
1862,2015-06-05,2015,AMZN,Consumer Discretionary,21.348,2015-06-30,0.0,0,0,0,1996-05-01,1600000.0
1893,2015-06-12,2015,AMZN,Consumer Discretionary,21.496,2015-06-30,0.0,0,0,0,1996-05-01,1600000.0
1924,2015-06-19,2015,AMZN,Consumer Discretionary,21.746,2015-06-30,0.0,0,0,0,1996-05-01,1600000.0
1955,2015-06-26,2015,AMZN,Consumer Discretionary,21.905,2015-06-30,0.0,0,0,0,1996-05-01,1600000.0
1986,2015-07-03,2015,AMZN,Consumer Discretionary,21.886,2015-06-30,0.0,0,0,0,1996-05-01,1600000.0
2017,2015-07-10,2015,AMZN,Consumer Discretionary,22.176,2015-06-30,0.0,0,0,0,1996-05-01,1600000.0
2048,2015-07-17,2015,AMZN,Consumer Discretionary,24.151,2015-06-30,0.0,0,0,0,1996-05-01,1600000.0
2079,2015-07-24,2015,AMZN,Consumer Discretionary,26.471,2015-06-30,0.0,0,0,0,1996-05-01,1600000.0
2110,2015-07-31,2015,AMZN,Consumer Discretionary,26.807,2015-06-30,0.0,0,0,0,1996-05-01,1600000.0
2141,2015-08-07,2015,AMZN,Consumer Discretionary,26.131,2015-06-30,0.0,0,0,0,1996-05-01,1600000.0
2172,2015-08-14,2015,AMZN,Consumer Discretionary,26.576,2015-06-30,0.0,0,0,0,1996-05-01,1600000.0
2203,2015-08-21,2015,AMZN,Consumer Discretionary,24.724,2015-06-30,0.0,0,0,0,1996-05-01,1600000.0
2234,2015-08-28,2015,AMZN,Consumer Discretionary,25.901,2015-06-30,0.0,0,0,0,1996-05-01,1600000.0
2265,2015-09-04,2015,AMZN,Consumer Discretionary,24.95,2015-06-30,0.0,0,0,0,1996-05-01,1600000.0
2296,2015-09-11,2015,AMZN,Consumer Discretionary,26.472,2015-06-30,0.0,0,0,0,1996-05-01,1600000.0
2327,2015-09-18,2015,AMZN,Consumer Discretionary,27.013,2015-06-30,0.0,0,0,0,1996-05-01,1600000.0
2358,2015-09-25,2015,AMZN,Consumer Discretionary,26.213,2015-06-30,0.0,0,0,0,1996-05-01,1600000.0
2389,2015-10-02,2015,AMZN,Consumer Discretionary,26.627,2015-06-30,0.0,0,0,0,1996-05-01,1600000.0
2420,2015-10-09,2015,AMZN,Consumer Discretionary,26.99,2015-06-30,0.0,0,0,0,1996-05-01,1600000.0
2451,2015-10-16,2015,AMZN,Consumer Discretionary,28.538,2015-06-30,0.0,0,0,0,1996-05-01,1600000.0
2482,2015-10-23,2015,AMZN,Consumer Discretionary,29.952,2015-06-30,0.0,0,0,0,1996-05-01,1600000.0
2513,2015-10-30,2015,AMZN,Consumer Discretionary,31.295,2015-06-30,0.0,0,0,0,1996-05-01,1600000.0
2544,2015-11-06,2015,AMZN,Consumer Discretionary,32.969,2015-06-30,0.0,0,0,0,1996-05-01,1600000.0
2575,2015-11-13,2015,AMZN,Consumer Discretionary,32.118,2015-06-30,0.0,0,0,0,1996-05-01,1600000.0
2606,2015-11-20,2015,AMZN,Consumer Discretionary,33.423,2015-06-30,0.0,0,0,0,1996-05-01,1600000.0
2637,2015-11-27,2015,AMZN,Consumer Discretionary,33.663,2015-06-30,0.0,0,0,0,1996-05-01,1600000.0
2668,2015-12-04,2015,AMZN,Consumer Discretionary,33.632,2015-06-30,0.0,0,0,0,1996-05-01,1600000.0
2699,2015-12-11,2015,AMZN,Consumer Discretionary,32.008,2015-06-30,0.0,0,0,0,1996-05-01,1600000.0
2730,2015-12-18,2015,AMZN,Consumer Discretionary,33.207,2015-06-30,0.0,0,0,0,1996-05-01,1600000.0
2761,2015-12-25,2015,AMZN,Consumer Discretionary,33.14,2015-06-30,0.0,0,0,0,1996-05-01,1600000.0
2792,2016-01-01,2016,AMZN,Consumer Discretionary,33.795,2016-08-31,0.0,0,0,0,1996-05-01,1600000.0
2823,2016-01-08,2016,AMZN,Consumer Discretionary,30.353,2016-08-31,0.0,0,0,0,1996-05-01,1600000.0
2854,2016-01-15,2016,AMZN,Consumer Discretionary,28.509,2016-08-31,0.0,0,0,0,1996-05-01,1600000.0
2885,2016-01-22,2016,AMZN,Consumer Discretionary,29.819,2016-08-31,0.0,0,0,0,1996-05-01,1600000.0
2916,2016-01-29,2016,AMZN,Consumer Discretionary,29.35,2016-08-31,0.0,0,0,0,1996-05-01,1600000.0
2947,2016-02-05,2016,AMZN,Consumer Discretionary,25.107,2016-08-31,0.0,0,0,0,1996-05-01,1600000.0
2978,2016-02-12,2016,AMZN,Consumer Discretionary,25.354,2016-08-31,0.0,0,0,0,1996-05-01,1600000.0
3009,2016-02-19,2016,AMZN,Consumer Discretionary,26.745,2016-08-31,0.0,0,0,0,1996-05-01,1600000.0
3040,2016-02-26,2016,AMZN,Consumer Discretionary,27.762,2016-08-31,0.0,0,0,0,1996-05-01,1600000.0
3071,2016-03-04,2016,AMZN,Consumer Discretionary,28.757,2016-08-31,0.0,0,0,0,1996-05-01,1600000.0
3102,2016-03-11,2016,AMZN,Consumer Discretionary,28.481,2016-08-31,0.0,0,0,0,1996-05-01,1600000.0
3133,2016-03-18,2016,AMZN,Consumer Discretionary,27.604,2016-08-31,0.0,0,0,0,1996-05-01,1600000.0
3164,2016-03-25,2016,AMZN,Consumer Discretionary,29.148,2016-08-31,0.0,0,0,0,1996-05-01,1600000.0
3195,2016-04-01,2016,AMZN,Consumer Discretionary,29.925,2016-08-31,0.0,0,0,0,1996-05-01,1600000.0
3226,2016-04-08,2016,AMZN,Consumer Discretionary,29.73,2016-08-31,0.0,0,0,0,1996-05-01,1600000.0
3257,2016-04-15,2016,AMZN,Consumer Discretionary,31.295,2016-08-31,0.0,0,0,0,1996-05-01,1600000.0
3288,2016-04-22,2016,AMZN,Consumer Discretionary,31.025,2016-08-31,0.0,0,0,0,1996-05-01,1600000.0
3319,2016-04-29,2016,AMZN,Consumer Discretionary,32.98,2016-08-31,0.0,0,0,0,1996-05-01,1600000.0
3350,2016-05-06,2016,AMZN,Consumer Discretionary,33.698,2016-08-31,0.0,0,0,0,1996-05-01,1600000.0
3381,2016-05-13,2016,AMZN,Consumer Discretionary,35.496,2016-08-31,0.0,0,0,0,1996-05-01,1600000.0
3412,2016-05-20,2016,AMZN,Consumer Discretionary,35.14,2016-08-31,0.0,0,0,0,1996-05-01,1600000.0
3443,2016-05-27,2016,AMZN,Consumer Discretionary,35.612,2016-08-31,0.0,0,0,0,1996-05-01,1600000.0
3474,2016-06-03,2016,AMZN,Consumer Discretionary,36.277,2016-08-31,0.0,0,0,0,1996-05-01,1600000.0
3505,2016-06-10,2016,AMZN,Consumer Discretionary,35.896,2016-08-31,0.0,0,0,0,1996-05-01,1600000.0
3536,2016-06-17,2016,AMZN,Consumer Discretionary,35.32,2016-08-31,0.0,0,0,0,1996-05-01,1600000.0
3567,2016-06-24,2016,AMZN,Consumer Discretionary,34.948,2016-08-31,0.0,0,0,0,1996-05-01,1600000.0
3598,2016-07-01,2016,AMZN,Consumer Discretionary,36.284,2016-08-31,0.0,0,0,0,1996-05-01,1600000.0
3629,2016-07-08,2016,AMZN,Consumer Discretionary,37.29,2016-08-31,0.0,0,0,0,1996-05-01,1600000.0
3660,2016-07-15,2016,AMZN,Consumer Discretionary,36.772,2016-08-31,0.0,0,0,0,1996-05-01,1600000.0
3691,2016-07-22,2016,AMZN,Consumer Discretionary,37.243,2016-08-31,0.0,0,0,0,1996-05-01,1600000.0
3722,2016-07-29,2016,AMZN,Consumer Discretionary,37.941,2016-08-31,0.0,0,0,0,1996-05-01,1600000.0
3753,2016-08-05,2016,AMZN,Consumer Discretionary,38.299,2016-08-31,0.0,0,0,0,1996-05-01,1600000.0
3784,2016-08-12,2016,AMZN,Consumer Discretionary,38.628,2016-08-31,0.0,0,0,0,1996-05-01,1600000.0
3815,2016-08-19,2016,AMZN,Consumer Discretionary,37.866,2016-08-31,0.0,0,0,0,1996-05-01,1600000.0
3846,2016-08-26,2016,AMZN,Consumer Discretionary,38.45,2016-08-31,0.0,0,0,0,1996-05-01,1600000.0
3877,2016-09-02,2016,AMZN,Consumer Discretionary,38.622,2016-08-31,0.0,0,0,0,1996-05-01,1600000.0
3908,2016-09-09,2016,AMZN,Consumer Discretionary,38.007,2016-08-31,0.0,0,0,0,1996-05-01,1600000.0
3939,2016-09-16,2016,AMZN,Consumer Discretionary,38.926,2016-08-31,0.0,0,0,0,1996-05-01,1600000.0
3970,2016-09-23,2016,AMZN,Consumer Discretionary,40.288,2016-08-31,0.0,0,0,0,1996-05-01,1600000.0
4001,2016-09-30,2016,AMZN,Consumer Discretionary,41.866,2016-08-31,0.0,0,0,0,1996-05-01,1600000.0
4032,2016-10-07,2016,AMZN,Consumer Discretionary,41.972,2016-08-31,0.0,0,0,0,1996-05-01,1600000.0
4063,2016-10-14,2016,AMZN,Consumer Discretionary,41.148,2016-08-31,0.0,0,0,0,1996-05-01,1600000.0
4094,2016-10-21,2016,AMZN,Consumer Discretionary,40.95,2016-08-31,0.0,0,0,0,1996-05-01,1600000.0
4125,2016-10-28,2016,AMZN,Consumer Discretionary,38.816,2016-08-31,0.0,0,0,0,1996-05-01,1600000.0
4156,2016-11-04,2016,AMZN,Consumer Discretionary,37.753,2016-08-31,0.0,0,0,0,1996-05-01,1600000.0
4187,2016-11-11,2016,AMZN,Consumer Discretionary,36.951,2016-08-31,0.0,0,0,0,1996-05-01,1600000.0
4218,2016-11-18,2016,AMZN,Consumer Discretionary,38.008,2016-08-31,0.0,0,0,0,1996-05-01,1600000.0
4249,2016-11-25,2016,AMZN,Consumer Discretionary,39.019,2016-08-31,0.0,0,0,0,1996-05-01,1600000.0
4280,2016-12-02,2016,AMZN,Consumer Discretionary,37.017,2016-08-31,0.0,0,0,0,1996-05-01,1600000.0
4311,2016-12-09,2016,AMZN,Consumer Discretionary,38.433,2016-08-31,0.0,0,0,0,1996-05-01,1600000.0
4342,2016-12-16,2016,AMZN,Consumer Discretionary,37.889,2016-08-31,0.0,0,0,0,1996-05-01,1600000.0
4373,2016-12-23,2016,AMZN,Consumer Discretionary,38.03,2016-08-31,0.0,0,0,0,1996-05-01,1600000.0
4404,2016-12-30,2016,AMZN,Consumer Discretionary,37.494,2016-08-31,0.0,0,0,0,1996-05-01,1600000.0
4435,2017-01-06,2017,AMZN,Consumer Discretionary,39.8,2016-04-07,0.0,0,0,0,1996-05-01,1600000.0
4466,2017-01-13,2017,AMZN,Consumer Discretionary,40.857,2016-04-07,0.0,0,0,0,1996-05-01,1600000.0
4497,2017-01-20,2017,AMZN,Consumer Discretionary,40.417,2016-04-07,0.0,0,0,0,1996-05-01,1600000.0
4528,2017-01-27,2017,AMZN,Consumer Discretionary,41.789,2016-04-07,0.0,0,0,0,1996-05-01,1600000.0
4559,2017-02-03,2017,AMZN,Consumer Discretionary,40.51,2016-04-07,0.0,0,0,0,1996-05-01,1600000.0
4590,2017-02-10,2017,AMZN,Consumer Discretionary,41.373,2016-04-07,0.0,0,0,0,1996-05-01,1600000.0
4621,2017-02-17,2017,AMZN,Consumer Discretionary,42.254,2016-04-07,0.0,0,0,0,1996-05-01,1600000.0
4652,2017-02-24,2017,AMZN,Consumer Discretionary,42.262,2016-04-07,0.0,0,0,0,1996-05-01,1600000.0
4683,2017-03-03,2017,AMZN,Consumer Discretionary,42.494,2016-04-07,0.0,0,0,0,1996-05-01,1600000.0
4714,2017-03-10,2017,AMZN,Consumer Discretionary,42.623,2016-04-07,0.0,0,0,0,1996-05-01,1600000.0
4745,2017-03-17,2017,AMZN,Consumer Discretionary,42.616,2016-04-07,0.0,0,0,0,1996-05-01,1600000.0
4776,2017-03-24,2017,AMZN,Consumer Discretionary,42.281,2016-04-07,0.0,0,0,0,1996-05-01,1600000.0
4807,2017-03-31,2017,AMZN,Consumer Discretionary,44.327,2016-04-07,0.0,0,0,0,1996-05-01,1600000.0
4838,2017-04-07,2017,AMZN,Consumer Discretionary,44.744,2016-04-07,0.0,0,0,0,1996-05-01,1600000.0
4869,2017-04-14,2017,AMZN,Consumer Discretionary,44.234,2016-04-07,0.0,0,0,0,1996-05-01,1600000.0
4900,2017-04-21,2017,AMZN,Consumer Discretionary,44.927,2016-04-07,0.0,0,0,0,1996-05-01,1600000.0
4931,2017-04-28,2017,AMZN,Consumer Discretionary,46.25,2016-04-07,0.0,0,0,0,1996-05-01,1600000.0
4962,2017-05-05,2017,AMZN,Consumer Discretionary,46.707,2016-04-07,0.0,0,0,0,1996-05-01,1600000.0
4993,2017-05-12,2017,AMZN,Consumer Discretionary,48.068,2016-04-07,0.0,0,0,0,1996-05-01,1600000.0
5024,2017-05-19,2017,AMZN,Consumer Discretionary,47.992,2016-04-07,0.0,0,0,0,1996-05-01,1600000.0
5055,2017-05-26,2017,AMZN,Consumer Discretionary,49.789,2016-04-07,0.0,0,0,0,1996-05-01,1600000.0
5086,2017-06-02,2017,AMZN,Consumer Discretionary,50.337,2016-04-07,0.0,0,0,0,1996-05-01,1600000.0
5117,2017-06-09,2017,AMZN,Consumer Discretionary,48.915,2016-04-07,0.0,0,0,0,1996-05-01,1600000.0
5148,2017-06-16,2017,AMZN,Consumer Discretionary,49.386,2016-04-07,0.0,0,0,0,1996-05-01,1600000.0
5179,2017-06-23,2017,AMZN,Consumer Discretionary,50.187,2016-04-07,0.0,0,0,0,1996-05-01,1600000.0
5210,2017-06-30,2017,AMZN,Consumer Discretionary,48.4,2016-04-07,0.0,0,0,0,1996-05-01,1600000.0
5241,2017-07-07,2017,AMZN,Consumer Discretionary,48.938,2016-04-07,0.0,0,0,0,1996-05-01,1600000.0
