,Dates,Year,symbol,gics_sector_name,PX_LAST,DATE_OF_LAST_EXECUTIVE_CHANGE,TOT_STK_AWD_GIVEN_TO_CEO_EQUIV,TOT_OPT_AWD_GIVEN_TO_CEO_EQUIV,TOT_BONUSES_PAID_TO_CEO_EQUIV,TOT_N_EQT_INCENT_GVN_TO_CEO_EQ,COMP_LKD_LAST_CEO_&_EQUIV_CHG_DT,ALL_OTHER_COMP_AW_TO_CEO_EQUIV
10604,2020-10-30,2020,AMZN,Consumer Discretionary,151.808,2016-04-07,0.0,0,0,0,1996-05-01,1600000.0
10635,2020-11-06,2020,AMZN,Consumer Discretionary,165.569,2016-04-07,0.0,0,0,0,1996-05-01,1600000.0
10666,2020-11-13,2020,AMZN,Consumer Discretionary,156.441,2016-04-07,0.0,0,0,0,1996-05-01,1600000.0
10697,2020-11-20,2020,AMZN,Consumer Discretionary,154.97,2016-04-07,0.0,0,0,0,1996-05-01,1600000.0
10728,2020-11-27,2020,AMZN,Consumer Discretionary,159.767,2016-04-07,0.0,0,0,0,1996-05-01,1600000.0
10759,2020-12-04,2020,AMZN,Consumer Discretionary,158.129,2016-04-07,0.0,0,0,0,1996-05-01,1600000.0
10790,2020-12-11,2020,AMZN,Consumer Discretionary,155.821,2016-04-07,0.0,0,0,0,1996-05-01,1600000.0
10821,2020-12-18,2020,AMZN,Consumer Discretionary,160.083,2016-04-07,0.0,0,0,0,1996-05-01,1600000.0
10852,2020-12-25,2020,AMZN,Consumer Discretionary,158.635,2016-04-07,0.0,0,0,0,1996-05-01,1600000.0
10883,2021-01-01,2021,AMZN,Consumer Discretionary,162.847,2021-07-05,211933520.0,0,0,0,2021-07-05,214126169.0
10914,2021-01-08,2021,AMZN,Consumer Discretionary,159.135,2021-07-05,211933520.0,0,0,0,2021-07-05,214126169.0
10945,2021-01-15,2021,AMZN,Consumer Discretionary,155.213,2021-07-05,211933520.0,0,0,0,2021-07-05,214126169.0
10976,2021-01-22,2021,AMZN,Consumer Discretionary,164.612,2021-07-05,211933520.0,0,0,0,2021-07-05,214126169.0
11007,2021-01-29,2021,AMZN,Consumer Discretionary,160.31,2021-07-05,211933520.0,0,0,0,2021-07-05,214126169.0
11038,2021-02-05,2021,AMZN,Consumer Discretionary,167.608,2021-07-05,211933520.0,0,0,0,2021-07-05,214126169.0
11069,2021-02-12,2021,AMZN,Consumer Discretionary,163.886,2021-07-05,211933520.0,0,0,0,2021-07-05,214126169.0
11100,2021-02-19,2021,AMZN,Consumer Discretionary,162.495,2021-07-05,211933520.0,0,0,0,2021-07-05,214126169.0
11131,2021-02-26,2021,AMZN,Consumer Discretionary,154.647,2021-07-05,211933520.0,0,0,0,2021-07-05,214126169.0
11162,2021-03-05,2021,AMZN,Consumer Discretionary,150.023,2021-07-05,211933520.0,0,0,0,2021-07-05,214126169.0
11193,2021-03-12,2021,AMZN,Consumer Discretionary,154.474,2021-07-05,211933520.0,0,0,0,2021-07-05,214126169.0
11224,2021-03-19,2021,AMZN,Consumer Discretionary,153.748,2021-07-05,211933520.0,0,0,0,2021-07-05,214126169.0
11255,2021-03-26,2021,AMZN,Consumer Discretionary,152.602,2021-07-05,211933520.0,0,0,0,2021-07-05,214126169.0
11286,2021-04-02,2021,AMZN,Consumer Discretionary,158.05,2021-07-05,211933520.0,0,0,0,2021-07-05,214126169.0
11317,2021-04-09,2021,AMZN,Consumer Discretionary,168.61,2021-07-05,211933520.0,0,0,0,2021-07-05,214126169.0
11348,2021-04-16,2021,AMZN,Consumer Discretionary,169.972,2021-07-05,211933520.0,0,0,0,2021-07-05,214126169.0
11379,2021-04-23,2021,AMZN,Consumer Discretionary,167.044,2021-07-05,211933520.0,0,0,0,2021-07-05,214126169.0
11410,2021-04-30,2021,AMZN,Consumer Discretionary,173.371,2021-07-05,211933520.0,0,0,0,2021-07-05,214126169.0
11441,2021-05-07,2021,AMZN,Consumer Discretionary,164.581,2021-07-05,211933520.0,0,0,0,2021-07-05,214126169.0
11472,2021-05-14,2021,AMZN,Consumer Discretionary,161.145,2021-07-05,211933520.0,0,0,0,2021-07-05,214126169.0
11503,2021-05-21,2021,AMZN,Consumer Discretionary,160.154,2021-07-05,211933520.0,0,0,0,2021-07-05,214126169.0
11534,2021-05-28,2021,AMZN,Consumer Discretionary,161.154,2021-07-05,211933520.0,0,0,0,2021-07-05,214126169.0
11565,2021-06-04,2021,AMZN,Consumer Discretionary,160.311,2021-07-05,211933520.0,0,0,0,2021-07-05,214126169.0
11596,2021-06-11,2021,AMZN,Consumer Discretionary,167.342,2021-07-05,211933520.0,0,0,0,2021-07-05,214126169.0
11627,2021-06-18,2021,AMZN,Consumer Discretionary,174.345,2021-07-05,211933520.0,0,0,0,2021-07-05,214126169.0
11658,2021-06-25,2021,AMZN,Consumer Discretionary,170.073,2021-07-05,211933520.0,0,0,0,2021-07-05,214126169.0
11689,2021-07-02,2021,AMZN,Consumer Discretionary,175.549,2021-07-05,211933520.0,0,0,0,2021-07-05,214126169.0
11720,2021-07-09,2021,AMZN,Consumer Discretionary,185.967,2021-07-05,211933520.0,0,0,0,2021-07-05,214126169.0
11751,2021-07-16,2021,AMZN,Consumer Discretionary,178.682,2021-07-05,211933520.0,0,0,0,2021-07-05,214126169.0
11782,2021-07-23,2021,AMZN,Consumer Discretionary,182.832,2021-07-05,211933520.0,0,0,0,2021-07-05,214126169.0
11813,2021-07-30,2021,AMZN,Consumer Discretionary,166.38,2021-07-05,211933520.0,0,0,0,2021-07-05,214126169.0
11844,2021-08-06,2021,AMZN,Consumer Discretionary,167.247,2021-07-05,211933520.0,0,0,0,2021-07-05,214126169.0
11875,2021-08-13,2021,AMZN,Consumer Discretionary,164.699,2021-07-05,211933520.0,0,0,0,2021-07-05,214126169.0
11906,2021-08-20,2021,AMZN,Consumer Discretionary,159.998,2021-07-05,211933520.0,0,0,0,2021-07-05,214126169.0
11937,2021-08-27,2021,AMZN,Consumer Discretionary,167.482,2021-07-05,211933520.0,0,0,0,2021-07-05,214126169.0
11968,2021-09-03,2021,AMZN,Consumer Discretionary,173.903,2021-07-05,211933520.0,0,0,0,2021-07-05,214126169.0
11999,2021-09-10,2021,AMZN,Consumer Discretionary,173.458,2021-07-05,211933520.0,0,0,0,2021-07-05,214126169.0
12030,2021-09-17,2021,AMZN,Consumer Discretionary,173.126,2021-07-05,211933520.0,0,0,0,2021-07-05,214126169.0
12061,2021-09-24,2021,AMZN,Consumer Discretionary,171.276,2021-07-05,211933520.0,0,0,0,2021-07-05,214126169.0
12092,2021-10-01,2021,AMZN,Consumer Discretionary,164.163,2021-07-05,211933520.0,0,0,0,2021-07-05,214126169.0
12123,2021-10-08,2021,AMZN,Consumer Discretionary,164.431,2021-07-05,211933520.0,0,0,0,2021-07-05,214126169.0
12154,2021-10-15,2021,AMZN,Consumer Discretionary,170.451,2021-07-05,211933520.0,0,0,0,2021-07-05,214126169.0
12185,2021-10-22,2021,AMZN,Consumer Discretionary,166.778,2021-07-05,211933520.0,0,0,0,2021-07-05,214126169.0
12216,2021-10-29,2021,AMZN,Consumer Discretionary,168.622,2021-07-05,211933520.0,0,0,0,2021-07-05,214126169.0
12247,2021-11-05,2021,AMZN,Consumer Discretionary,175.95,2021-07-05,211933520.0,0,0,0,2021-07-05,214126169.0
12278,2021-11-12,2021,AMZN,Consumer Discretionary,176.258,2021-07-05,211933520.0,0,0,0,2021-07-05,214126169.0
12309,2021-11-19,2021,AMZN,Consumer Discretionary,183.829,2021-07-05,211933520.0,0,0,0,2021-07-05,214126169.0
12340,2021-11-26,2021,AMZN,Consumer Discretionary,175.228,2021-07-05,211933520.0,0,0,0,2021-07-05,214126169.0
12371,2021-12-03,2021,AMZN,Consumer Discretionary,169.49,2021-07-05,211933520.0,0,0,0,2021-07-05,214126169.0
12402,2021-12-10,2021,AMZN,Consumer Discretionary,172.212,2021-07-05,211933520.0,0,0,0,2021-07-05,214126169.0
12433,2021-12-17,2021,AMZN,Consumer Discretionary,170.017,2021-07-05,211933520.0,0,0,0,2021-07-05,214126169.0
12464,2021-12-24,2021,AMZN,Consumer Discretionary,171.069,2021-07-05,211933520.0,0,0,0,2021-07-05,214126169.0
12495,2021-12-31,2021,AMZN,Consumer Discretionary,166.717,2021-07-05,211933520.0,0,0,0,2021-07-05,214126169.0
12526,2022-01-07,2022,AMZN,Consumer Discretionary,162.554,2022-07-31,0.0,0,0,0,2021-07-05,981223.0
12557,2022-01-14,2022,AMZN,Consumer Discretionary,162.138,2022-07-31,0.0,0,0,0,2021-07-05,981223.0
12588,2022-01-21,2022,AMZN,Consumer Discretionary,142.643,2022-07-31,0.0,0,0,0,2021-07-05,981223.0
12619,2022-01-28,2022,AMZN,Consumer Discretionary,143.978,2022-07-31,0.0,0,0,0,2021-07-05,981223.0
12650,2022-02-04,2022,AMZN,Consumer Discretionary,157.64,2022-07-31,0.0,0,0,0,2021-07-05,981223.0
12681,2022-02-11,2022,AMZN,Consumer Discretionary,153.294,2022-07-31,0.0,0,0,0,2021-07-05,981223.0
12712,2022-02-18,2022,AMZN,Consumer Discretionary,152.602,2022-07-31,0.0,0,0,0,2021-07-05,981223.0
12743,2022-02-25,2022,AMZN,Consumer Discretionary,153.789,2022-07-31,0.0,0,0,0,2021-07-05,981223.0
12774,2022-03-04,2022,AMZN,Consumer Discretionary,145.641,2022-07-31,0.0,0,0,0,2021-07-05,981223.0
12805,2022-03-11,2022,AMZN,Consumer Discretionary,145.525,2022-07-31,0.0,0,0,0,2021-07-05,981223.0
12836,2022-03-18,2022,AMZN,Consumer Discretionary,161.251,2022-07-31,0.0,0,0,0,2021-07-05,981223.0
12867,2022-03-25,2022,AMZN,Consumer Discretionary,164.773,2022-07-31,0.0,0,0,0,2021-07-05,981223.0
12898,2022-04-01,2022,AMZN,Consumer Discretionary,163.56,2022-07-31,0.0,0,0,0,2021-07-05,981223.0
12929,2022-04-08,2022,AMZN,Consumer Discretionary,154.461,2022-07-31,0.0,0,0,0,2021-07-05,981223.0
12960,2022-04-15,2022,AMZN,Consumer Discretionary,151.707,2022-07-31,0.0,0,0,0,2021-07-05,981223.0
12991,2022-04-22,2022,AMZN,Consumer Discretionary,144.35,2022-07-31,0.0,0,0,0,2021-07-05,981223.0
13022,2022-04-29,2022,AMZN,Consumer Discretionary,124.282,2022-07-31,0.0,0,0,0,2021-07-05,981223.0
13053,2022-05-06,2022,AMZN,Consumer Discretionary,114.773,2022-07-31,0.0,0,0,0,2021-07-05,981223.0
13084,2022-05-13,2022,AMZN,Consumer Discretionary,113.055,2022-07-31,0.0,0,0,0,2021-07-05,981223.0
13115,2022-05-20,2022,AMZN,Consumer Discretionary,107.591,2022-07-31,0.0,0,0,0,2021-07-05,981223.0
13146,2022-05-27,2022,AMZN,Consumer Discretionary,115.146,2022-07-31,0.0,0,0,0,2021-07-05,981223.0
13177,2022-06-03,2022,AMZN,Consumer Discretionary,122.35,2022-07-31,0.0,0,0,0,2021-07-05,981223.0
13208,2022-06-10,2022,AMZN,Consumer Discretionary,109.65,2022-07-31,0.0,0,0,0,2021-07-05,981223.0
13239,2022-06-17,2022,AMZN,Consumer Discretionary,106.22,2022-07-31,0.0,0,0,0,2021-07-05,981223.0
13270,2022-06-24,2022,AMZN,Consumer Discretionary,116.46,2022-07-31,0.0,0,0,0,2021-07-05,981223.0
13301,2022-07-01,2022,AMZN,Consumer Discretionary,109.56,2022-07-31,0.0,0,0,0,2021-07-05,981223.0
13332,2022-07-08,2022,AMZN,Consumer Discretionary,115.54,2022-07-31,0.0,0,0,0,2021-07-05,981223.0
13363,2022-07-15,2022,AMZN,Consumer Discretionary,113.55,2022-07-31,0.0,0,0,0,2021-07-05,981223.0
13394,2022-07-22,2022,AMZN,Consumer Discretionary,122.42,2022-07-31,0.0,0,0,0,2021-07-05,981223.0
13425,2022-07-29,2022,AMZN,Consumer Discretionary,134.95,2022-07-31,0.0,0,0,0,2021-07-05,981223.0
13456,2022-08-05,2022,AMZN,Consumer Discretionary,140.8,2022-07-31,0.0,0,0,0,2021-07-05,981223.0
13487,2022-08-12,2022,AMZN,Consumer Discretionary,143.55,2022-07-31,0.0,0,0,0,2021-07-05,981223.0
13518,2022-08-19,2022,AMZN,Consumer Discretionary,138.23,2022-07-31,0.0,0,0,0,2021-07-05,981223.0
13549,2022-08-26,2022,AMZN,Consumer Discretionary,130.75,2022-07-31,0.0,0,0,0,2021-07-05,981223.0
13580,2022-09-02,2022,AMZN,Consumer Discretionary,127.51,2022-07-31,0.0,0,0,0,2021-07-05,981223.0
13611,2022-09-09,2022,AMZN,Consumer Discretionary,133.27,2022-07-31,0.0,0,0,0,2021-07-05,981223.0
13642,2022-09-16,2022,AMZN,Consumer Discretionary,123.53,2022-07-31,0.0,0,0,0,2021-07-05,981223.0
13673,2022-09-23,2022,AMZN,Consumer Discretionary,113.78,2022-07-31,0.0,0,0,0,2021-07-05,981223.0
13704,2022-09-30,2022,AMZN,Consumer Discretionary,113.0,2022-07-31,0.0,0,0,0,2021-07-05,981223.0
13735,2022-10-07,2022,AMZN,Consumer Discretionary,114.56,2022-07-31,0.0,0,0,0,2021-07-05,981223.0
13766,2022-10-14,2022,AMZN,Consumer Discretionary,106.9,2022-07-31,0.0,0,0,0,2021-07-05,981223.0
13797,2022-10-21,2022,AMZN,Consumer Discretionary,119.32,2022-07-31,0.0,0,0,0,2021-07-05,981223.0
13828,2022-10-28,2022,AMZN,Consumer Discretionary,103.41,2022-07-31,0.0,0,0,0,2021-07-05,981223.0
13859,2022-11-04,2022,AMZN,Consumer Discretionary,90.98,2022-07-31,0.0,0,0,0,2021-07-05,981223.0
13890,2022-11-11,2022,AMZN,Consumer Discretionary,100.79,2022-07-31,0.0,0,0,0,2021-07-05,981223.0
13921,2022-11-18,2022,AMZN,Consumer Discretionary,94.14,2022-07-31,0.0,0,0,0,2021-07-05,981223.0
13952,2022-11-25,2022,AMZN,Consumer Discretionary,93.41,2022-07-31,0.0,0,0,0,2021-07-05,981223.0
13983,2022-12-02,2022,AMZN,Consumer Discretionary,94.13,2022-07-31,0.0,0,0,0,2021-07-05,981223.0
14014,2022-12-09,2022,AMZN,Consumer Discretionary,89.09,2022-07-31,0.0,0,0,0,2021-07-05,981223.0
14045,2022-12-16,2022,AMZN,Consumer Discretionary,87.86,2022-07-31,0.0,0,0,0,2021-07-05,981223.0
14076,2022-12-23,2022,AMZN,Consumer Discretionary,85.25,2022-07-31,0.0,0,0,0,2021-07-05,981223.0
14107,2022-12-30,2022,AMZN,Consumer Discretionary,84.0,2022-07-31,0.0,0,0,0,2021-07-05,981223.0
14138,2023-01-06,2023,AMZN,Consumer Discretionary,86.08,2023-05-31,0.0,0,0,0,2021-07-05,992764.0
14169,2023-01-13,2023,AMZN,Consumer Discretionary,98.12,2023-05-31,0.0,0,0,0,2021-07-05,992764.0
14200,2023-01-20,2023,AMZN,Consumer Discretionary,97.25,2023-05-31,0.0,0,0,0,2021-07-05,992764.0
14231,2023-01-27,2023,AMZN,Consumer Discretionary,102.24,2023-05-31,0.0,0,0,0,2021-07-05,992764.0
14262,2023-02-03,2023,AMZN,Consumer Discretionary,103.39,2023-05-31,0.0,0,0,0,2021-07-05,992764.0
14293,2023-02-10,2023,AMZN,Consumer Discretionary,97.61,2023-05-31,0.0,0,0,0,2021-07-05,992764.0
14324,2023-02-17,2023,AMZN,Consumer Discretionary,97.2,2023-05-31,0.0,0,0,0,2021-07-05,992764.0
14355,2023-02-24,2023,AMZN,Consumer Discretionary,93.5,2023-05-31,0.0,0,0,0,2021-07-05,992764.0
14386,2023-03-03,2023,AMZN,Consumer Discretionary,94.9,2023-05-31,0.0,0,0,0,2021-07-05,992764.0
14417,2023-03-10,2023,AMZN,Consumer Discretionary,90.73,2023-05-31,0.0,0,0,0,2021-07-05,992764.0
14448,2023-03-17,2023,AMZN,Consumer Discretionary,98.95,2023-05-31,0.0,0,0,0,2021-07-05,992764.0
14479,2023-03-24,2023,AMZN,Consumer Discretionary,98.13,2023-05-31,0.0,0,0,0,2021-07-05,992764.0
14510,2023-03-31,2023,AMZN,Consumer Discretionary,103.29,2023-05-31,0.0,0,0,0,2021-07-05,992764.0
14541,2023-04-07,2023,AMZN,Consumer Discretionary,102.06,2023-05-31,0.0,0,0,0,2021-07-05,992764.0
14572,2023-04-14,2023,AMZN,Consumer Discretionary,102.51,2023-05-31,0.0,0,0,0,2021-07-05,992764.0
14603,2023-04-21,2023,AMZN,Consumer Discretionary,106.96,2023-05-31,0.0,0,0,0,2021-07-05,992764.0
14634,2023-04-28,2023,AMZN,Consumer Discretionary,105.45,2023-05-31,0.0,0,0,0,2021-07-05,992764.0
14665,2023-05-05,2023,AMZN,Consumer Discretionary,105.655,2023-05-31,0.0,0,0,0,2021-07-05,992764.0
14696,2023-05-12,2023,AMZN,Consumer Discretionary,110.26,2023-05-31,0.0,0,0,0,2021-07-05,992764.0
14727,2023-05-19,2023,AMZN,Consumer Discretionary,116.25,2023-05-31,0.0,0,0,0,2021-07-05,992764.0
14758,2023-05-26,2023,AMZN,Consumer Discretionary,120.11,2023-05-31,0.0,0,0,0,2021-07-05,992764.0
14789,2023-06-02,2023,AMZN,Consumer Discretionary,124.25,2023-05-31,0.0,0,0,0,2021-07-05,992764.0
14820,2023-06-09,2023,AMZN,Consumer Discretionary,123.43,2023-05-31,0.0,0,0,0,2021-07-05,992764.0
14851,2023-06-16,2023,AMZN,Consumer Discretionary,125.49,2023-05-31,0.0,0,0,0,2021-07-05,992764.0
14882,2023-06-23,2023,AMZN,Consumer Discretionary,129.33,2023-05-31,0.0,0,0,0,2021-07-05,992764.0
14913,2023-06-30,2023,AMZN,Consumer Discretionary,130.36,2023-05-31,0.0,0,0,0,2021-07-05,992764.0
14944,2023-07-07,2023,AMZN,Consumer Discretionary,129.78,2023-05-31,0.0,0,0,0,2021-07-05,992764.0
14975,2023-07-14,2023,AMZN,Consumer Discretionary,134.68,2023-05-31,0.0,0,0,0,2021-07-05,992764.0
15006,2023-07-21,2023,AMZN,Consumer Discretionary,130.0,2023-05-31,0.0,0,0,0,2021-07-05,992764.0
15037,2023-07-28,2023,AMZN,Consumer Discretionary,132.21,2023-05-31,0.0,0,0,0,2021-07-05,992764.0
15068,2023-08-04,2023,AMZN,Consumer Discretionary,139.57,2023-05-31,0.0,0,0,0,2021-07-05,992764.0
15099,2023-08-11,2023,AMZN,Consumer Discretionary,138.41,2023-05-31,0.0,0,0,0,2021-07-05,992764.0
15130,2023-08-18,2023,AMZN,Consumer Discretionary,133.22,2023-05-31,0.0,0,0,0,2021-07-05,992764.0
15161,2023-08-25,2023,AMZN,Consumer Discretionary,133.26,2023-05-31,0.0,0,0,0,2021-07-05,992764.0
15192,2023-09-01,2023,AMZN,Consumer Discretionary,138.12,2023-05-31,0.0,0,0,0,2021-07-05,992764.0
15223,2023-09-08,2023,AMZN,Consumer Discretionary,138.23,2023-05-31,0.0,0,0,0,2021-07-05,992764.0
15254,2023-09-15,2023,AMZN,Consumer Discretionary,140.39,2023-05-31,0.0,0,0,0,2021-07-05,992764.0
15285,2023-09-22,2023,AMZN,Consumer Discretionary,129.12,2023-05-31,0.0,0,0,0,2021-07-05,992764.0
15316,2023-09-29,2023,AMZN,Consumer Discretionary,127.12,2023-05-31,0.0,0,0,0,2021-07-05,992764.0
15347,2023-10-06,2023,AMZN,Consumer Discretionary,127.96,2023-05-31,0.0,0,0,0,2021-07-05,992764.0
15378,2023-10-13,2023,AMZN,Consumer Discretionary,129.79,2023-05-31,0.0,0,0,0,2021-07-05,992764.0
15409,2023-10-20,2023,AMZN,Consumer Discretionary,125.17,2023-05-31,0.0,0,0,0,2021-07-05,992764.0
15440,2023-10-27,2023,AMZN,Consumer Discretionary,127.74,2023-05-31,0.0,0,0,0,2021-07-05,992764.0
15471,2023-11-03,2023,AMZN,Consumer Discretionary,138.6,2023-05-31,0.0,0,0,0,2021-07-05,992764.0
15502,2023-11-10,2023,AMZN,Consumer Discretionary,143.56,2023-05-31,0.0,0,0,0,2021-07-05,992764.0
15533,2023-11-17,2023,AMZN,Consumer Discretionary,145.18,2023-05-31,0.0,0,0,0,2021-07-05,992764.0
15564,2023-11-24,2023,AMZN,Consumer Discretionary,146.74,2023-05-31,0.0,0,0,0,2021-07-05,992764.0
15595,2023-12-01,2023,AMZN,Consumer Discretionary,147.03,2023-05-31,0.0,0,0,0,2021-07-05,992764.0
15626,2023-12-08,2023,AMZN,Consumer Discretionary,147.42,2023-05-31,0.0,0,0,0,2021-07-05,992764.0
15657,2023-12-15,2023,AMZN,Consumer Discretionary,149.97,2023-05-31,0.0,0,0,0,2021-07-05,992764.0
15688,2023-12-22,2023,AMZN,Consumer Discretionary,153.42,2023-05-31,0.0,0,0,0,2021-07-05,992764.0
15719,2023-12-29,2023,AMZN,Consumer Discretionary,151.94,2023-05-31,0.0,0,0,0,2021-07-05,992764.0
